Geocodigo;Cidade;Latitude;Longitude
4218350;Treviso;-28,51146381;-49,45637192
4218400;Treze de Maio;-28,55894835;-49,14843734
4218509;Treze Tílias;-26,99746856;-51,41160775
4218608;Trombudo Central;-27,30817751;-49,79579998
4218707;Tubarão;-28,47990104;-49,01351569
4218756;Tunápolis;-26,97095024;-53,63916226
4218806;Turvo;-28,92621057;-49,68066982
4218855;União do Oeste;-26,76364797;-52,85193156
4218905;Urubici;-28,00764839;-49,58933787
4218954;Urupema;-27,9551798;-49,87663128
4219002;Urussanga;-28,52596017;-49,3214244
4219101;Vargeão;-26,86165309;-52,15584089
4219150;Vargem;-27,49243732;-50,97828506
4219176;Vargem Bonita;-27,00431326;-51,74154888
4219200;Vidal Ramos;-27,39556561;-49,36557634
4219309;Videira;-27,00761633;-51,15228911
4219358;Vitor Meireles;-26,88174861;-49,8363301
4219408;Witmarsum;-26,92851906;-49,79517624
4219507;Xanxerê;-26,87733553;-52,40364796
4219606;Xavantina;-27,06942509;-52,3444974
4219705;Xaxim;-26,96209861;-52,53389295
4219853;Zortéa;-27,455488;-51,55209165
4220000;Balneário Rincão;-28,82336534;-49,22418031
4300034;Aceguá;-31,86751752;-54,16380119
4300059;Água Santa;-28,17800403;-52,03515356
4300109;Agudo;-29,645;-53,24
4300208;Ajuricaba;-28,239;-53,77099998
4300307;Alecrim;-27,65497886;-54,76402501
4300406;Alegrete;-29,78300001;-55,79199978
4300455;Alegria;-27,83289246;-54,05758621
4300471;Almirante Tamandaré do Sul;-28,1143802;-52,91379229
4300505;Alpestre;-27,25075641;-53,03532204
4300554;Alto Alegre;-28,773;-52,98999999
4300570;Alto Feliz;-29,38021334;-51,31358449
4300604;Alvorada;-29,99760995;-51,07778157
4300638;Amaral Ferrador;-30,875;-52,253
4300646;Ametista do Sul;-27,36090945;-53,1845899
4300661;André da Rocha;-28,6317795;-51,57175209
4300703;Anta Gorda;-28,96933221;-52,00905818
4300802;Antônio Prado;-28,85371724;-51,28124577
4300851;Arambaré;-30,91670035;-51,502876
4300877;Araricá;-29,61397582;-50,92498154
4300901;Aratiba;-27,39491035;-52,30225102
4301008;Arroio do Meio;-29,401;-51,945
4301057;Arroio do Sal;-29,55091767;-49,88909239
4301073;Arroio do Padre;-31,44266049;-52,42223802
4301107;Arroio dos Ratos;-30,077;-51,729
4301206;Arroio do Tigre;-29,33361887;-53,0864242
4301305;Arroio Grande;-32,238;-53,08699999
4301404;Arvorezinha;-28,87155385;-52,18075323
4301503;Augusto Pestana;-28,51443625;-53,99263772
4301552;Áurea;-27,6967682;-52,054307
4301602;Bagé;-31,33100001;-54,10699991
4301636;Balneário Pinhal;-30,247;-50,23300001
4301651;Barão;-29,376383;-51,49939236
4301701;Barão de Cotegipe;-27,62281632;-52,37858765
4301750;Barão do Triunfo;-30,39037884;-51,73774542
4301800;Barracão;-27,67653305;-51,4573619
4301859;Barra do Guarita;-27,1905983;-53,71200995
4301875;Barra do Quaraí;-30,20700008;-57,55499895
4301909;Barra do Ribeiro;-30,29660791;-51,30514445
4301925;Barra do Rio Azul;-27,40902353;-52,4136279
4301958;Barra Funda;-27,92296798;-53,03770897
4302006;Barros Cassal;-29,093;-52,583
4302055;Benjamin Constant do Sul;-27,50858356;-52,602225
4302105;Bento Gonçalves;-29,15520557;-51,52433388
4302154;Boa Vista das Missões;-27,66283139;-53,31525352
4302204;Boa Vista do Buricá;-27,66898733;-54,10998162
4302220;Boa Vista do Cadeado;-28,57803959;-53,81329521
4302238;Boa Vista do Incra;-28,818704;-53,38663799
4302253;Boa Vista do Sul;-29,3495229;-51,67647642
4302303;Bom Jesus;-28,67188634;-50,43360927
4302352;Bom Princípio;-29,47959286;-51,35346239
4302378;Bom Progresso;-27,55043102;-53,86528529
4302402;Bom Retiro do Sul;-29,59720582;-51,93751977
4302451;Boqueirão do Leão;-29,30117445;-52,42997945
4302501;Bossoroca;-28,73;-54,9
4302584;Bozano;-28,367993;-53,77069398
4302600;Braga;-27,61759858;-53,74005963
4302659;Brochier;-29,55276704;-51,59638523
4302709;Butiá;-30,12;-51,962
4302808;Caçapava do Sul;-30,512;-53,49099998
4302907;Cacequi;-29,88396129;-54,82496829
4303004;Cachoeira do Sul;-30,039;-52,89399999
4303103;Cachoeirinha;-29,93247571;-51,07707607
4303202;Cacique Doble;-27,76906602;-51,66678238
4303301;Caibaté;-28,288;-54,638
4303400;Caiçara;-27,27711017;-53,4309639
4303509;Camaquã;-30,8553065;-51,80909035
4303558;Camargo;-28,58793638;-52,20392215
4303608;Cambará do Sul;-29,04785802;-50,14492738
4303673;Campestre da Serra;-28,79637619;-51,09512695
4303707;Campina das Missões;-27,98897707;-54,8389749
4303806;Campinas do Sul;-27,71757288;-52,62462644
4303905;Campo Bom;-29,68113936;-51,05283223
4304002;Campo Novo;-27,67663399;-53,80664223
4304101;Campos Borges;-28,886;-52,99899999
4304200;Candelária;-29,669;-52,789
4304309;Cândido Godói;-27,95202934;-54,75207837
4304358;Candiota;-31,557924;-53,67299294
4304408;Canela;-29,36602618;-50,81595114
4304507;Canguçu;-31,3949481;-52,6760025
4304606;Canoas;-29,9157476;-51,18210075
4304614;Canudos do Vale;-29,3231301;-52,2377187
4304622;Capão Bonito do Sul;-28,12919285;-51,39637195
4304630;Capão da Canoa;-29,76093802;-50,03002613
4304655;Capão do Cipó;-28,919626;-54,556194
4304663;Capão do Leão;-31,76861334;-52,50186845
4304671;Capivari do Sul;-30,145;-50,515
4304689;Capela de Santana;-29,6920219;-51,31811198
4304697;Capitão;-29,269;-51,989
4304705;Carazinho;-28,284;-52,786
4304713;Caraá;-29,78992795;-50,43507162
4304804;Carlos Barbosa;-29,298;-51,504
4304853;Carlos Gomes;-27,71617728;-51,91212343
4304903;Casca;-28,56581567;-51,97712251
4304952;Caseiros;-28,2712541;-51,69067275
4305009;Catuípe;-28,25;-54,012
4305108;Caxias do Sul;-29,14905725;-51,18584852
4305116;Centenário;-27,76088959;-52,00097028
4305124;Cerrito;-31,85333317;-52,81203609
4305132;Cerro Branco;-29,65389319;-52,94223865
4305157;Cerro Grande;-27,60865512;-53,16550437
4305173;Cerro Grande do Sul;-30,59676654;-51,75072687
4305207;Cerro Largo;-28,149;-54,738
4305306;Chapada;-28,055;-53,06799999
4305355;Charqueadas;-29,96832835;-51,63201448
4305371;Charrua;-27,95453669;-52,01578401
4305405;Chiapetta;-27,92046224;-53,94107732
4305439;Chuí;-33,691;-53,45699997
4305447;Chuvisca;-30,75773579;-51,97881458
4305454;Cidreira;-30,16812623;-50,2019531
4305504;Ciríaco;-28,34382344;-51,87481722
4305587;Colinas;-29,38583662;-51,86874907
4305603;Colorado;-28,524;-52,99399999
4305702;Condor;-28,208;-53,48699999
4305801;Constantina;-27,73321703;-52,99399659
4305835;Coqueiro Baixo;-29,178344;-52,092705
4305850;Coqueiros do Sul;-28,119;-52,783
4305871;Coronel Barros;-28,383;-54,066
4305900;Coronel Bicaco;-27,7170137;-53,7079901
4305934;Coronel Pilar;-29,27177229;-51,68327978
4305959;Cotiporã;-28,99406593;-51,6969702
4305975;Coxilha;-28,12705687;-52,29681192
4306007;Crissiumal;-27,499994;-54,10096945
4306056;Cristal;-31,00300134;-52,04994682
4306072;Cristal do Sul;-27,45527415;-53,24827399
4306106;Cruz Alta;-28,639;-53,60599998
4306130;Cruzaltense;-27,66731896;-52,64880095
4306205;Cruzeiro do Sul;-29,513;-51,985
4306304;David Canabarro;-28,38852303;-51,8469984
4306320;Derrubadas;-27,26541754;-53,86174793
4306353;Dezesseis de Novembro;-28,22517027;-55,04831084
4306379;Dilermando de Aguiar;-29,70586927;-54,20801829
4306403;Dois Irmãos;-29,58249814;-51,09629299
4306429;Dois Irmãos das Missões;-27,65778904;-53,53176794
4306452;Dois Lajeados;-28,98588232;-51,83752547
4306502;Dom Feliciano;-30,70557711;-52,10746259
4306551;Dom Pedro de Alcântara;-29,36949946;-49,84975519
4306601;Dom Pedrito;-30,983;-54,673
4306700;Dona Francisca;-29,622;-53,357
4306734;Doutor Maurício Cardoso;-27,50592054;-54,36106317
4306759;Doutor Ricardo;-29,086;-51,992
4306767;Eldorado do Sul;-29,99929259;-51,31041893
4306809;Encantado;-29,23889658;-51,87375928
4306908;Encruzilhada do Sul;-30,544;-52,522
4306924;Engenho Velho;-27,70857003;-52,91222717
4306932;Entre-Ijuís;-28,36;-54,268
4306957;Entre Rios do Sul;-27,5308041;-52,73112935
4306973;Erebango;-27,85434086;-52,3035784
4307005;Erechim;-27,64287775;-52,27076799
4307054;Ernestina;-28,499;-52,573
4307104;Herval;-32,024;-53,39599998
4307203;Erval Grande;-27,39220254;-52,56933102
4307302;Erval Seco;-27,54987654;-53,50831598
4307401;Esmeralda;-28,05703392;-51,18944187
4307450;Esperança do Sul;-27,36359922;-53,98899147
4307500;Espumoso;-28,725;-52,85
4307559;Estação;-27,91388878;-52,25980027
4307609;Estância Velha;-29,65431368;-51,17220285
4307708;Esteio;-29,85094113;-51,17962645
4307807;Estrela;-29,48883031;-51,95317371
4307815;Estrela Velha;-29,177;-53,159
4307831;Eugênio de Castro;-28,525;-54,149
4307864;Fagundes Varela;-28,88200056;-51,70248766
4307906;Farroupilha;-29,22117748;-51,33191875
4308003;Faxinal do Soturno;-29,575;-53,445
4308052;Faxinalzinho;-27,4238998;-52,67357257
4308078;Fazenda Vilanova;-29,59090258;-51,82380864
4308102;Feliz;-29,451;-51,306
4308201;Flores da Cunha;-29,02888889;-51,18166667
4308250;Floriano Peixoto;-27,86055619;-52,0848251
4308300;Fontoura Xavier;-28,98301359;-52,35021146
4308409;Formigueiro;-30,00139544;-53,50295154
4308433;Forquetinha;-29,381862;-52,091266
4308458;Fortaleza dos Valos;-28,797;-53,22299999
4308508;Frederico Westphalen;-27,35831001;-53,39506674
4308607;Garibaldi;-29,25677638;-51,52042031
4308656;Garruchos;-28,18400001;-55,63899984
4308706;Gaurama;-27,58766496;-52,10241505
4308805;General Câmara;-29,905;-51,76
4308854;Gentil;-28,43264064;-52,03533326
4308904;Getúlio Vargas;-27,8886861;-52,22986721
4309001;Giruá;-28,028;-54,35
4309050;Glorinha;-29,88026298;-50,7831996
4309100;Gramado;-29,37899937;-50,87405018
4309126;Gramado dos Loureiros;-27,44429212;-52,91821938
4309159;Gramado Xavier;-29,268;-52,579
4309209;Gravataí;-29,93619548;-51,01671772
4309258;Guabiju;-28,53950973;-51,69089418
4309308;Guaíba;-30,11399998;-51,32500001
4309407;Guaporé;-28,84848537;-51,88917256
4309506;Guarani das Missões;-28,141;-54,558
4309555;Harmonia;-29,55121575;-51,42026046
4309571;Herveiras;-29,45435623;-52,65053553
4309605;Horizontina;-27,62597617;-54,30805371
4309654;Hulha Negra;-31,40402328;-53,86910147
4309704;Humaitá;-27,56550966;-53,96746505
4309753;Ibarama;-29,42097591;-53,13287032
4309803;Ibiaçá;-28,05713565;-51,85723932
4309902;Ibiraiaras;-28,3700797;-51,63691928
4309951;Ibirapuitã;-28,624;-52,511
4310009;Ibirubá;-28,628;-53,08999999
4310108;Igrejinha;-29,57400756;-50,79007592
4310207;Ijuí;-28,388;-53,91499998
4310306;Ilópolis;-28,92784437;-52,12559173
4310330;Imbé;-29,97499902;-50,12806642
4310363;Imigrante;-29,355;-51,777
4310405;Independência;-27,85076394;-54,19101874
4310413;Inhacorá;-27,88306672;-54,01697057
4310439;Ipê;-28,81978445;-51,28121801
4310462;Ipiranga do Sul;-27,93722927;-52,42540459
4310504;Iraí;-27,19275018;-53,2566599
4310538;Itaara;-29,61;-53,765
4310553;Itacurubi;-28,79842501;-55,2358259
4310579;Itapuca;-28,78053308;-52,17275652
4310603;Itaqui;-29,12500003;-56,55299959
4310652;Itati;-29,48892881;-50,10504708
4310702;Itatiba do Sul;-27,38522801;-52,45582558
4310751;Ivorá;-29,52;-53,581
4310801;Ivoti;-29,61081419;-51,16355016
4310850;Jaboticaba;-27,63292045;-53,27836191
4310876;Jacuizinho;-29,033879;-53,059465
4310900;Jacutinga;-27,7292769;-52,53653317
4311007;Jaguarão;-32,566;-53,37599998
4311106;Jaguari;-29,49700212;-54,68999818
4311122;Jaquirana;-28,88393123;-50,35827909
4311130;Jari;-29,28988205;-54,22161885
4311155;Jóia;-28,647;-54,122
4311205;Júlio de Castilhos;-29,227;-53,682
4311239;Lagoa Bonita do Sul;-29,489311;-53,013958
4311254;Lagoão;-29,22315763;-52,77204309
4311270;Lagoa dos Três Cantos;-28,571;-52,858
4311304;Lagoa Vermelha;-28,21225549;-51,52307391
4311403;Lajeado;-29,45705931;-51,96855751
4311429;Lajeado do Bugre;-27,69004796;-53,18222261
4311502;Lavras do Sul;-30,813;-53,89499997
4311601;Liberato Salzano;-27,5999997;-53,07277317
4311627;Lindolfo Collor;-29,597;-51,209
4311643;Linha Nova;-29,468;-51,201
4311700;Machadinho;-27,56775676;-51,66867447
4311718;Maçambará;-29,14728987;-56,06368544
4311734;Mampituba;-29,21093209;-49,9350729
4311759;Manoel Viana;-29,58901603;-55,48300262
4311775;Maquiné;-29,67503362;-50,2069192
4311791;Maratá;-29,54965354;-51,55576965
4311809;Marau;-28,4420147;-52,20618608
4311908;Marcelino Ramos;-27,46429661;-51,90893713
4311981;Mariana Pimentel;-30,353;-51,583
4312005;Mariano Moro;-27,35425963;-52,1479832
4312054;Marques de Souza;-29,32984307;-52,09761423
4312104;Mata;-29,56610448;-54,45990365
4312138;Mato Castelhano;-28,27655307;-52,19658217
4312153;Mato Leitão;-29,524;-52,129
4312179;Mato Queimado;-28,256218;-54,616331
4312203;Maximiliano de Almeida;-27,6326591;-51,80172063
4312252;Minas do Leão;-30,127;-52,048
4312302;Miraguaí;-27,49661655;-53,68627741
4312351;Montauri;-28,65399832;-52,07717787
4312377;Monte Alegre dos Campos;-28,68306529;-50,7831185
4312385;Monte Belo do Sul;-29,16320623;-51,63397525
4312401;Montenegro;-29,68725609;-51,46040322
4312427;Mormaço;-28,692;-52,692
4312443;Morrinhos do Sul;-29,36501929;-49,9349524
4312450;Morro Redondo;-31,5880197;-52,63299221
4312476;Morro Reuter;-29,538;-51,081
4312500;Mostardas;-31,107;-50,921
4312609;Muçum;-29,16681245;-51,87477918
4312617;Muitos Capões;-28,31737706;-51,18463232
4312625;Muliterno;-28,33010945;-51,76952145
4312658;Não-Me-Toque;-28,459;-52,821
4312674;Nicolau Vergueiro;-28,53613527;-52,46256104
4312708;Nonoai;-27,36538509;-52,77313022
4312757;Nova Alvorada;-28,67474236;-52,16689046
4312807;Nova Araçá;-28,65941489;-51,75946356
4312906;Nova Bassano;-28,73339873;-51,70198068
4312955;Nova Boa Vista;-27,99327902;-52,98027495
4313003;Nova Bréscia;-29,214;-52,028
4313011;Nova Candelária;-27,60693439;-54,10693346
4313037;Nova Esperança do Sul;-29,41001026;-54,82898351
4313060;Nova Hartz;-29,58294781;-50,90202613
4313086;Nova Pádua;-29,029;-51,307
4313102;Nova Palma;-29,472;-53,469
4313201;Nova Petrópolis;-29,36297665;-51,08656465
4313300;Nova Prata;-28,78249057;-51,61002037
4313334;Nova Ramada;-28,064;-53,69699998
4313359;Nova Roma do Sul;-28,98919353;-51,40850192
4313375;Nova Santa Rita;-29,85057201;-51,27601022
4313391;Novo Cabrais;-29,735;-52,948
4313409;Novo Hamburgo;-29,68500547;-51,14114902
4313425;Novo Machado;-27,57398621;-54,50499038
4313441;Novo Tiradentes;-27,5629949;-53,18323388
4313466;Novo Xingu;-27,74792714;-53,06056113
4313490;Novo Barreiro;-27,90762603;-53,11308287
4313508;Osório;-29,88691388;-50,27002933
4313607;Paim Filho;-27,70910746;-51,76156814
4313656;Palmares do Sul;-30,258;-50,51
4313706;Palmeira das Missões;-27,90079141;-53,30875658
4313805;Palmitinho;-27,35260841;-53,55715266
4313904;Panambi;-28,293;-53,50199999
4313953;Pantano Grande;-30,191;-52,374
4314001;Paraí;-28,59373599;-51,78760843
4314027;Paraíso do Sul;-29,73047683;-53,17937379
4314035;Pareci Novo;-29,63989693;-51,40090598
4314050;Parobé;-29,62903544;-50,8349545
4314068;Passa Sete;-29,44742528;-52,96531983
4314076;Passo do Sobrado;-29,748;-52,275
4314100;Passo Fundo;-28,25961332;-52,40694563
4314134;Paulo Bento;-27,70289949;-52,42261095
4314159;Paverama;-29,55602304;-51,73598891
4314175;Pedras Altas;-31,73287767;-53,58385772
4314209;Pedro Osório;-31,86645281;-52,82296912
4314308;Pejuçara;-28,423;-53,65599998
4314407;Pelotas;-31,77160404;-52,34380244
4314423;Picada Café;-29,45321129;-51,13397581
4314456;Pinhal;-27,51295179;-53,21588996
4314464;Pinhal da Serra;-27,87515847;-51,17001943
4314472;Pinhal Grande;-29,33686404;-53,34086375
4314498;Pinheirinho do Vale;-27,2117206;-53,61659202
4314506;Pinheiro Machado;-31,57802747;-53,3811028
4314548;Pinto Bandeira;-29,09722222;-51,45055556
4314555;Pirapó;-28,045;-55,199
4314605;Piratini;-31,44794854;-53,10404673
4314704;Planalto;-27,3341628;-53,05613148
4314753;Poço das Antas;-29,45;-51,671
4314779;Pontão;-28,059;-52,677
4314787;Ponte Preta;-27,658442;-52,490189
4314803;Portão;-29,69823787;-51,23682419
4314902;Porto Alegre;-30,03785761;-51,22703501
4315008;Porto Lucena;-27,85599824;-55,01614728
4315057;Porto Mauá;-27,57503922;-54,6680363
4315073;Porto Vera Cruz;-27,73602803;-54,90095908
4315107;Porto Xavier;-27,90600279;-55,13799411
4315131;Pouso Novo;-29,171;-52,208
4315149;Presidente Lucena;-29,51708506;-51,1773963
4315156;Progresso;-29,24303155;-52,31123072
4315172;Protásio Alves;-28,75878575;-51,47396601
4315206;Putinga;-29,00106151;-52,15664444
4315305;Quaraí;-30,38800003;-56,45099957
4315313;Quatro Irmãos;-27,82256772;-52,4429151
4315321;Quevedos;-29,35301007;-54,07197365
4315354;Quinze de Novembro;-28,742;-53,09499999
4315404;Redentora;-27,66227971;-53,64019334
4315453;Relvado;-29,11209977;-52,0613761
4315503;Restinga Sêca;-29,813;-53,375
4315552;Rio dos Índios;-27,29984851;-52,84069478
4315602;Rio Grande;-32,05709907;-52,14912768
4315701;Rio Pardo;-29,98972222;-52,37805556
4315750;Riozinho;-29,64097281;-50,45303731
4315800;Roca Sales;-29,28945176;-51,8708809
4315909;Rodeio Bonito;-27,47330515;-53,17014038
4315958;Rolador;-28,25644059;-54,81747239
4316006;Rolante;-29,65101721;-50,57612313
4316105;Ronda Alta;-27,78119878;-52,80783238
4316204;Rondinha;-27,82703209;-52,9073628
4316303;Roque Gonzales;-28,131;-55,026
4316402;Rosário do Sul;-30,258;-54,914
4316428;Sagrada Família;-27,70595268;-53,13541535
4316436;Saldanha Marinho;-28,3929324;-53,0955451
4316451;Salto do Jacuí;-29,088;-53,213
4316477;Salvador das Missões;-28,126;-54,835
4316501;Salvador do Sul;-29,44193302;-51,51153555
4316600;Sananduva;-27,95088731;-51,81028307
4316709;Santa Bárbara do Sul;-28,358;-53,24699999
4316733;Santa Cecília do Sul;-28,16386677;-51,92982171
4316758;Santa Clara do Sul;-29,469;-52,088
4316808;Santa Cruz do Sul;-29,718;-52,426
4316907;Santa Maria;-29,684;-53,807
4316956;Santa Maria do Herval;-29,49801696;-50,99303911
4316972;Santa Margarida do Sul;-30,339651;-54,079732
4317004;Santana da Boa Vista;-30,872;-53,11499999
4317103;Sant'Ana do Livramento;-30,89100001;-55,5329998
4317202;Santa Rosa;-27,87096397;-54,48102264
4317251;Santa Tereza;-29,17055116;-51,73423356
4317301;Santa Vitória do Palmar;-33,519;-53,36799997
4317400;Santiago;-29,19185282;-54,86704505
4317509;Santo Ângelo;-28,299;-54,263
4317558;Santo Antônio do Palma;-28,49346808;-52,02512271
4317608;Santo Antônio da Patrulha;-29,81795013;-50,52003791
4317707;Santo Antônio das Missões;-28,511;-55,228
4317756;Santo Antônio do Planalto;-28,396;-52,691
4317806;Santo Augusto;-27,84977736;-53,77796691
4317905;Santo Cristo;-27,82397231;-54,66298101
4317954;Santo Expedito do Sul;-27,90917351;-51,6425403
4318002;São Borja;-28,66100001;-56,00399976
4318051;São Domingos do Sul;-28,530609;-51,88922958
4318101;São Francisco de Assis;-29,55001673;-55,13100366
4318200;São Francisco de Paula;-29,44795561;-50,58398545
4318309;São Gabriel;-30,336;-54,32
4318408;São Jerônimo;-29,96460255;-51,72117336
4318424;São João da Urtiga;-27,81721072;-51,82998003
4318432;São João do Polêsine;-29,614;-53,446
4318440;São Jorge;-28,50024951;-51,70460336
4318457;São José das Missões;-27,7785405;-53,11968943
4318465;São José do Herval;-29,044;-52,296
4318481;São José do Hortêncio;-29,52473917;-51,24857528
4318499;São José do Inhacorá;-27,72494564;-54,12900492
4318507;São José do Norte;-32,015;-52,042
4318606;São José do Ouro;-27,77372434;-51,59472649
4318614;São José do Sul;-29,54231482;-51,48790049
4318622;São José dos Ausentes;-28,74842265;-50,06485165
4318705;São Leopoldo;-29,76078337;-51,15166178
4318804;São Lourenço do Sul;-31,36506926;-51,97787605
4318903;São Luiz Gonzaga;-28,408;-54,961
4319000;São Marcos;-28,96786465;-51,06978213
4319109;São Martinho;-27,70872417;-53,96563581
4319125;São Martinho da Serra;-29,538;-53,855
4319158;São Miguel das Missões;-28,55148701;-54,55387527
4319208;São Nicolau;-28,183;-55,267
4319307;São Paulo das Missões;-28,021;-54,936
4319356;São Pedro da Serra;-29,42048161;-51,51075152
4319364;São Pedro das Missões;-27,77130846;-53,24736898
4319372;São Pedro do Butiá;-28,124;-54,887
4319406;São Pedro do Sul;-29,62093424;-54,17910643
4319505;São Sebastião do Caí;-29,57177501;-51,35908861
4319604;São Sepé;-30,161;-53,56499998
4319703;São Valentim;-27,56055627;-52,52515847
4319711;São Valentim do Sul;-29,047;-51,765
4319737;São Valério do Sul;-27,78860544;-53,93602911
4319752;São Vendelino;-29,38366243;-51,3687151
4319802;São Vicente do Sul;-29,69192126;-54,67901966
4319901;Sapiranga;-29,63805556;-51,00694444
4320008;Sapucaia do Sul;-29,82238059;-51,14740342
4320107;Sarandi;-27,94273998;-52,92146599
4320206;Seberi;-27,4837389;-53,39932128
4320230;Sede Nova;-27,6341771;-53,95037302
4320263;Segredo;-29,34360228;-52,97997744
4320305;Selbach;-28,629;-52,95299999
4320321;Senador Salgado Filho;-28,02805375;-54,5447772
4320354;Sentinela do Sul;-30,61321973;-51,57935403
4320404;Serafina Corrêa;-28,71403052;-51,93116384
4320453;Sério;-29,383;-52,269
4320503;Sertão;-27,98446749;-52,25815653
4320552;Sertão Santana;-30,4642696;-51,60772259
4320578;Sete de Setembro;-28,131;-54,463
4320602;Severiano de Almeida;-27,43231061;-52,11590366
4320651;Silveira Martins;-29,642;-53,586
4320677;Sinimbu;-29,539;-52,522
4320701;Sobradinho;-29,41603775;-53,02910196
4320800;Soledade;-28,82207176;-52,49357808
4320859;Tabaí;-29,68956465;-51,72046645
4320909;Tapejara;-28,06716941;-52,01052201
4321006;Tapera;-28,626;-52,87
4321105;Tapes;-30,67504788;-51,40087983
4321204;Taquara;-29,65089384;-50,78099781
4321303;Taquari;-29,8;-51,864
4321329;Taquaruçu do Sul;-27,40106504;-53,4685152
4321352;Tavares;-31,28913792;-51,09168047
4321402;Tenente Portela;-27,37063456;-53,75724271
4321436;Terra de Areia;-29,58491046;-50,07100033
4321451;Teutônia;-29,448;-51,806
4321469;Tio Hugo;-28,579459;-52,599201
4321477;Tiradentes do Sul;-27,39801207;-54,08400805
4321493;Toropi;-29,47792186;-54,22796731
4321501;Torres;-29,33593061;-49,73040449
4321600;Tramandaí;-29,98497407;-50,1339358
4321626;Travesseiro;-29,29689133;-52,05701124
4321634;Três Arroios;-27,49970412;-52,147885
4321667;Três Cachoeiras;-29,4559894;-49,92396013
4321709;Três Coroas;-29,5170131;-50,77794959
4321808;Três de Maio;-27,77316986;-54,23998619
4321832;Três Forquilhas;-29,53699357;-50,06445459
4321857;Três Palmeiras;-27,61651895;-52,84198278
4321907;Três Passos;-27,45487394;-53,93210569
4321956;Trindade do Sul;-27,52161287;-52,89678794
4322004;Triunfo;-29,943;-51,718
4322103;Tucunduva;-27,65698428;-54,44002023
4322152;Tunas;-29,103;-52,956
4322186;Tupanci do Sul;-27,92367805;-51,53827253
4322202;Tupanciretã;-29,081;-53,836
4322251;Tupandi;-29,49214524;-51,41546052
4322301;Tuparendi;-27,75603173;-54,48202735
4322327;Turuçu;-31,42199525;-52,17800221
4322343;Ubiretama;-28,046;-54,681
4322350;União da Serra;-28,75296776;-52,01529273
4322376;Unistalda;-29,04694259;-55,14997558
4322400;Uruguaiana;-29,75500005;-57,08799931
4322509;Vacaria;-28,50824116;-50,93986613
4322525;Vale Verde;-29,787;-52,184
4322533;Vale do Sol;-29,60384998;-52,68633903
4322541;Vale Real;-29,39821704;-51,25342172
4322558;Vanini;-28,4741853;-51,84511878
4322608;Venâncio Aires;-29,606;-52,192
4322707;Vera Cruz;-29,715;-52,506
4322806;Veranópolis;-28,93516413;-51,54839138
4322855;Vespasiano Corrêa;-29,068;-51,859
4322905;Viadutos;-27,57112492;-52,02094066
4323002;Viamão;-30,081;-51,02300005
4323101;Vicente Dutra;-27,16768358;-53,40470599
4323200;Victor Graeff;-28,56;-52,748
4323309;Vila Flores;-28,86190624;-51,55118348
4323358;Vila Lângaro;-28,10711332;-52,14595691
4323408;Vila Maria;-28,53285194;-52,15246618
4323457;Vila Nova do Sul;-30,344;-53,88299997
4323507;Vista Alegre;-27,36995509;-53,49141636
4323606;Vista Alegre do Prata;-28,8094723;-51,7862084
4323705;Vista Gaúcha;-27,29030647;-53,70231216
4323754;Vitória das Missões;-28,351;-54,496
4323770;Westfália;-29,41999116;-51,76567053
4323804;Xangri-lá;-29,80103051;-50,04385466
5000203;Água Clara;-20,448;-52,878
5000252;Alcinópolis;-18,324;-53,706
5000609;Amambai;-23,11131867;-55,22668425
5000708;Anastácio;-20,48270214;-55,81085258
5000807;Anaurilândia;-22,18797589;-52,71792054
5000856;Angélica;-22,1534207;-53,77108775
5000906;Antônio João;-22,19099999;-55,94799986
5001003;Aparecida do Taboado;-20,087;-51,094
5001102;Aquidauana;-20,46779214;-55,787152
5001243;Aral Moreira;-22,95004194;-55,62726368
5001508;Bandeirantes;-19,92135718;-54,36405222
5001904;Bataguassu;-21,7150812;-52,42446238
5002001;Batayporã;-22,2950405;-53,2711381
5002100;Bela Vista;-22,10899999;-56,52099976
5002159;Bodoquena;-20,55189439;-56,67498115
5002209;Bonito;-21,12099999;-56,48199978
5002308;Brasilândia;-21,25599425;-52,03699212
5002407;Caarapó;-22,634;-54,82199996
5002605;Camapuã;-19,53404621;-54,0437276
5002704;Campo Grande;-20,46855449;-54,61854011
5002803;Caracol;-22,01397947;-57,02393351
5002902;Cassilândia;-19,113;-51,734
5002951;Chapadão do Sul;-18,794;-52,623
5003108;Corguinho;-19,83013888;-54,8316742
5003157;Coronel Sapucaia;-23,27190057;-55,53455378
5003207;Corumbá;-19,00821903;-57,64788383
5003256;Costa Rica;-18,544;-53,129
5003306;Coxim;-18,50652561;-54,75595431
5003454;Deodápolis;-22,276;-54,16499998
5003488;Dois Irmãos do Buriti;-20,69020712;-55,28246868
5003504;Douradina;-22,04;-54,61299997
5003702;Dourados;-22,221;-54,80599996
5003751;Eldorado;-23,78419754;-54,28538474
5003801;Fátima do Sul;-22,374;-54,51399997
5003900;Figueirão;-18,67841365;-53,6391537
5004007;Glória de Dourados;-22,418;-54,23299998
5004106;Guia Lopes da Laguna;-21,45799999;-56,11399984
5004304;Iguatemi;-23,68273517;-54,56250865
5004403;Inocência;-19,726;-51,93
5004502;Itaporã;-22,079;-54,78899996
5004601;Itaquiraí;-23,48178466;-54,18353874
5004700;Ivinhema;-22,30491894;-53,81513736
